Grado,Apellido paterno ,Apellido Materno,Nombre,Nivel ,Institución de adcripción ,Área de conocimiento
DR.,HERRERA,ESTRELLA,ALFREDO HERIBERTO,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área II: Biología y Química
DR.,BAIZABAL,AGUIRRE,VICTOR MANUEL,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área II: Biología y Química
DR.,WILLIAMS,MARTINEZ,EDUARDO,2,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: Humanidades y Ciencias de la Conducta
DRA.,VIANA,CASTRILLON,MARIA TERESA,3,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,PEREZ,TELLO,CARLOS,1,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,Área VII: Ingenierías
DR.,GONZALEZ,LICON,ERNESTO,2,Sin información ,Área IV: Humanidades y Ciencias de la Conducta
DR.,DE LA GARZA,SALAZAR,JAIME GUADALUPE,2,INSTITUTO NACIONAL DE CANCEROLOGIA,Área III: Medicina y Ciencias de la Salud
DR.,IBAÑEZ,BERNAL,SERGIO,2,"INSTITUTO DE ECOLOGIA, A.C.",Área II: Biología y Química
DR.,LOPEZ,MUÑOZ,FRANCISCO JAVIER,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área III: Medicina y Ciencias de la Salud
DR.,ALEJOS,GARCIA,JOSE OVIDIO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DRA.,DEL ANGEL,NUÑEZ DE CACERES,ROSA MARIA,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área II: Biología y Química
DRA.,CECEÑA,MARTORELLA,ANA ESTHER,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: Ciencias Sociales
DR.,CORIA,JIMENEZ,VICTOR RAFAEL,1,INSTITUTO NACIONAL DE PEDIATRIA,Área II: Biología y Química
DRA.,MARTINEZ,BORREGO,ALMA ESTELA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: Ciencias Sociales
DR.,MONCADA,MAYA,JOSE OMAR,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: Ciencias Sociales
DR.,CARPIO,RAMIREZ,CLAUDIO ANTONIO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DR.,GARCIA,HERNANDEZ,LUIS ARTURO,1,UNIVERSIDAD AUTONOMA METROPOLITANA,Área V: Ciencias Sociales
DR.,GUZMAN,SANCHEZ,ANGEL,3,Sin información ,Área II: Biología y Química
DRA.,ESPINOZA,GUTIERREZ,BERTHA JOSEFINA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DRA.,ESPITIA,PINZON,CLARA INES,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,MONDRAGON,FLORES,RICARDO,2,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área II: Biología y Química
DR.,MACIAS,GARCIA,CONSTANTINO DE JESUS,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,FLORES,GONZALEZ,SERGIO,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: Ciencias Sociales
DR.,MENDOZA,HERRERA,ALBERTO,1,INSTITUTO POLITECNICO NACIONAL,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,ARREDONDO,PETER,JOSE RAUL,2,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,Área II: Biología y Química
DRA.,CUEVAS,GARCIA,MARTHA,1,INSTITUTO NACIONAL DE ANTROPOLOGIA E HISTORIA,Área IV: Humanidades y Ciencias de la Conducta
DR.,ELIAS,GUTIERREZ,MANUEL,2,EL COLEGIO DE LA FRONTERA SUR,Área II: Biología y Química
DR.,MARTÍNEZ,MUÑOZ,SERGIO FERNANDO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DR.,MORALES,MALACARA,JUAN BIBIANO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,HERNANDEZ,LOPEZ,SALVADOR LEONARDO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área III: Medicina y Ciencias de la Salud
DRA.,CALDERON,EZQUERRO,MA. DEL CARMEN LETICIA,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,DAMIAN,GONZALEZ,ARACELI,3,"EL COLEGIO DE MEXICO, A.C.",Área V: Ciencias Sociales
DR.,CARABARIN,GRACIA,ALBERTO,1,Sin información ,Área IV: Humanidades y Ciencias de la Conducta
M. EN C.,GOMEZ,DANTES,HECTOR,2,INSTITUTO NACIONAL DE SALUD PUBLICA,Área III: Medicina y Ciencias de la Salud
DRA.,CANDANO,FIERRO,JULIANA GRACIELA DEL CARMEN,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DR.,HARO,VALENCIA,REYES,1,Sin información ,Área III: Medicina y Ciencias de la Salud
DRA.,BUCIO,ORTIZ,LETICIA,1,UNIVERSIDAD AUTONOMA METROPOLITANA,Área III: Medicina y Ciencias de la Salud
DR.,DE LA SERNA Y,HERRERA,JUAN MANUEL,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DRA.,AGUIRRE,CRUZ,MARIA LUCINDA,2,INSTITUTO NACIONAL DE NEUROLOGIA Y NEUROCIRUGIA MANUEL VELASCO SUAREZ,Área III: Medicina y Ciencias de la Salud
DR.,CEVALLOS,FERRIZ,SERGIO RAFAEL SILVESTRE,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DRA.,GARCIA,CUELLAR,CLAUDIA MARIA,2,INSTITUTO NACIONAL DE CANCEROLOGIA,Área III: Medicina y Ciencias de la Salud
DRA.,MENJIVAR,IRAHETA,MARTA ALICIA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área III: Medicina y Ciencias de la Salud
DRA.,GONZALEZ,ARREOLA,CELESTINA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área I: Físico-Matemáticas y Ciencias de la Tierra
DR.,LANZ,MENDOZA,CUAUHTEMOC JUAN HUMBERT,2,INSTITUTO NACIONAL DE SALUD PUBLICA,Área II: Biología y Química
DR.,ELIZONDO,MAYER-SERRA,CARLOS,3,INSTITUTO TECNOLOGICO Y DE ESTUDIOS SUPERIORES DE MONTERREY,Área V: Ciencias Sociales
DR.,HERNANDEZ,LUNA,CARLOS EDUARDO,1,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,HERNANDEZ,PANDO,ROGELIO ENRIQUE,3,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,Área III: Medicina y Ciencias de la Salud
DR.,LIRA,VASQUEZ,CARLOS ANTONIO DE JESUS,2,UNIVERSIDAD AUTONOMA METROPOLITANA,Área IV: Humanidades y Ciencias de la Conducta
DR.,CASTILLO,JUAREZ,HECTOR,2,UNIVERSIDAD AUTONOMA METROPOLITANA,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,JERONIMO,ROMERO,SAUL,1,UNIVERSIDAD AUTONOMA METROPOLITANA,Área IV: Humanidades y Ciencias de la Conducta
DRA.,MANNING,CELA,REBECA GEORGINA,2,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área II: Biología y Química
DRA.,HERNANDEZ,MARTINEZ,MARIA DEL PILAR,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: Ciencias Sociales
DR.,MERAZ,RIOS,MARCO ANTONIO,2,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área II: Biología y Química
DR.,MALLORQUIN,SUZARTE,CARLOS ALBERTO,2,UNIVERSIDAD AUTONOMA DE ZACATECAS,Área V: Ciencias Sociales
DR.,CUEVAS,GONZALEZ BRAVO,GABRIEL EDUARDO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,JARILLO,SOTO,EDGAR CARLOS,2,UNIVERSIDAD AUTONOMA METROPOLITANA,Área V: Ciencias Sociales
DR.,BAUTISTA,MARTINEZ,JUAN LUIS,1,UNIVERSIDAD AUTONOMA BENITO JUAREZ DE OAXACA,Área II: Biología y Química
DRA.,SAMPAYO,REYES,ADRIANA,1,UNIVERSIDAD AUTONOMA DE NUEVO LEON,Área III: Medicina y Ciencias de la Salud
DR.,LOPEZ,CORTES,ELISEO,1,UNIVERSIDAD DE GUADALAJARA,Área IV: Humanidades y Ciencias de la Conducta
M. EN C.,MUÑOZ,CASTELLANOS,LUIS,1,INSTITUTO NACIONAL DE CARDIOLOGIA DR. IGNACIO CHAVEZ,Área III: Medicina y Ciencias de la Salud
DR.,ESCALANTE,SEMERENA,ROBERTO IVAN,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: Ciencias Sociales
DRA.,ALTAMIRANO,BUSTAMANTE,MYRIAM MARLENNE,1,INSTITUTO MEXICANO DEL SEGURO SOCIAL,Área IV: Humanidades y Ciencias de la Conducta
DR.,CASTILLO,CAMPOS,GONZALO,2,"INSTITUTO DE ECOLOGIA, A.C.",Área II: Biología y Química
DR.,MOHAR,BETANCOURT,ALEJANDRO,3,INSTITUTO NACIONAL DE CANCEROLOGIA,Área III: Medicina y Ciencias de la Salud
DR.,GAMBA,AYALA,GERARDO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área III: Medicina y Ciencias de la Salud
DRA.,CRUZ,RODRIGUEZ,MARIA SOLEDAD,1,UNIVERSIDAD AUTONOMA METROPOLITANA,Área V: Ciencias Sociales
DRA.,GUTIERREZ,NAJERA,RAQUEL,1,UNIVERSIDAD DE GUADALAJARA,Área V: Ciencias Sociales
DRA.,HUERTA,CRESPO,LUZ MARIA DEL CARMEN,1,"INSTITUTO DE ECOLOGIA, A.C.",Área II: Biología y Química
DR.,FRAGOSO,GONZALEZ,CARLOS ENRIQUE,2,"INSTITUTO DE ECOLOGIA, A.C.",Área II: Biología y Química
DR.,CASTILLO,ROSALES,EDMUNDO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VI: Biotecnología y Ciencias Agropecuarias
DRA.,ARIZMENDI,ARRIAGA,MARIA DEL CORO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,CORDERO,MACEDO,CARLOS RAFAEL,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,BRIONES,VILLARREAL,OSCAR LUIS,1,"INSTITUTO DE ECOLOGIA, A.C.",Área II: Biología y Química
DRA.,ESCOBAR,RODRIGUEZ,MARTHA LILIA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,HERNANDEZ,CRUZ,ARTURO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,FERNANDEZ,RUIZ,JUAN,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área III: Medicina y Ciencias de la Salud
DRA.,MARTIN,ARRIETA,ERIKA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DRA.,GUADARRAMA,OLIVERA,MARIA DEL ROCIO,1,UNIVERSIDAD AUTONOMA METROPOLITANA,Área V: Ciencias Sociales
DR.,ARENAS,ARANDA,DIEGO JULIO,2,Sin información ,Área III: Medicina y Ciencias de la Salud
DR.,CORAL,VAZQUEZ,RAMON MAURICIO,3,INSTITUTO POLITECNICO NACIONAL,Área II: Biología y Química
DRA.,DUCOING,WATTY,LILLY PATRICIA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DR.,IBARRA,ROMERO,JOSE ANTONIO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DRA.,KUNTZ,FICKER,SANDRA,3,"EL COLEGIO DE MEXICO, A.C.",Área IV: Humanidades y Ciencias de la Conducta
DRA.,CAMARENA,MEJIA,ROSA LAURA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,ZARATE,HERNANDEZ,JOSE EDUARDO,1,"EL COLEGIO DE MICHOACAN, A.C.",Área IV: Humanidades y Ciencias de la Conducta
DR.,NOGUERA,MARTINEZ,FELIPE ARTURO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,AYALA,BARAJAS,RICARDO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,CALVA,TELLEZ,JOSE LUIS,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: Ciencias Sociales
DRA.,MANTEY,BASTON,MARIA GUADALUPE,2,Sin información ,Área V: Ciencias Sociales
DR.,AYALA,PEREZ,LUIS AMADO,1,UNIVERSIDAD AUTONOMA METROPOLITANA,Área VI: Biotecnología y Ciencias Agropecuarias
DRA.,HERRERA,CAMACHO,IRMA PILAR,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área II: Biología y Química
DR.,ESTAY,REYNO,JAIME EDUARDO,2,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área V: Ciencias Sociales
DR.,CHIAS,BECERRIL,LUIS,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: Ciencias Sociales
DRA.,MORENO,FIERROS,LETICIA,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,GONZALEZ,GONZALEZ,ENRIQUE,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DRA.,BUENFIL,BURGOS,ROSA NIDIA,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área IV: Humanidades y Ciencias de la Conducta
DR.,GARCIA,GARDUÑO,JOSE MARIA ERNESTO,1,UNIVERSIDAD AUTONOMA DE LA CIUDAD DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DRA.,LOPEZ,VARELA,SANDRA LORENA,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DR.,ESLAVA,CAMPOS,CARLOS ALBERTO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,ARELLANO,SANCHEZ,JOSE REFUGIO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: Ciencias Sociales
MED.,MASSO,ROJAS,FELIPE ALONSO,1,INSTITUTO NACIONAL DE CARDIOLOGIA DR. IGNACIO CHAVEZ,Área III: Medicina y Ciencias de la Salud
DR.,GONZALEZ,IBARRA,JUAN DE DIOS,2,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,Área V: Ciencias Sociales
DRA.,MENDEZ,HERRERA,MARIA DEL CARMEN,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área III: Medicina y Ciencias de la Salud
DR.,BAIZA,GUTMAN,LUIS ARTURO,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,HORTA,VEGA,JORGE VICTOR,1,TECNOLOGICO NACIONAL DE MEXICO,Área VI: Biotecnología y Ciencias Agropecuarias
DRA.,HIDALGO,LARA,MARIA EUGENIA,1,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,CISNEROS,VEGA,BULMARO,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área II: Biología y Química
DR.,ALVAREZ,SALAS,LUIS MARAT,2,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área III: Medicina y Ciencias de la Salud
DRA.,LOPEZ-BAYGHEN,PATIÑO,ESTHER IVONNE,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área II: Biología y Química
DRA.,BOBADILLA,LUGO,ROSA AMALIA,1,INSTITUTO POLITECNICO NACIONAL,Área III: Medicina y Ciencias de la Salud
DRA.,LOPEZ,CARRILLO,LIZBETH TERESITA,3,INSTITUTO NACIONAL DE SALUD PUBLICA,Área III: Medicina y Ciencias de la Salud
DR.,LOPEZ,CERVANTES,MALAQUIAS,3,SECRETARIA DE SALUD,Área III: Medicina y Ciencias de la Salud
M. EN C.,FRANCO,MARINA,FRANCISCO,2,INSTITUTO NACIONAL DE ENFERMEDADES RESPIRATORIAS,Área III: Medicina y Ciencias de la Salud
DR.,FLORES,FARFAN,JOSE ANTONIO,3,CENTRO DE INVESTIGACION Y ESTUDIOS SUPERIORES EN ANTROPOLOGIA SOCIAL,Área IV: Humanidades y Ciencias de la Conducta
DRA.,BLAZQUEZ,GRAF,NORMA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DRA.,LOPEZ,ARELLANO,RAQUEL,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VII: Ingenierías
DR.,MACKINLAY,GROHMANN,HORACIO,1,UNIVERSIDAD AUTONOMA METROPOLITANA,Área V: Ciencias Sociales
DRA.,AVILA,GARCIA,PATRICIA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: Ciencias Sociales
DRA.,GUTIERREZ,VIDRIO,SILVIA,2,UNIVERSIDAD AUTONOMA METROPOLITANA,Área V: Ciencias Sociales
DR.,ROBINSON,STUDEBAKER,SCOTT,2,Sin información ,Área IV: Humanidades y Ciencias de la Conducta
MED.,FLORES,HUERTA,SAMUEL,2,HOSPITAL INFANTIL DE MEXICO DR. FEDERICO GOMEZ,Área III: Medicina y Ciencias de la Salud
DRA.,ROJAS,NIETO,LUISA BEATRIZ,2,INSTITUTO DE INVESTIGACIONES DR. JOSE MARIA LUIS MORA,Área IV: Humanidades y Ciencias de la Conducta
DR.,FLORES,HERNANDEZ,JORGE LUIS VALENTE,1,BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA,Área III: Medicina y Ciencias de la Salud
DR.,RODRIGUEZ,ZARAGOZA,SALVADOR,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DRA.,RAMIREZ,SILVA,LETICIA HAYDEE,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DRA.,PARDO,LOPEZ,MARIA DEL CARMEN,3,"EL COLEGIO DE MEXICO, A.C.",Área V: Ciencias Sociales
DR.,SAENZ,ROMERO,CUAUHTEMOC,2,UNIVERSIDAD MICHOACANA DE SAN NICOLAS DE HIDALGO,Área VI: Biotecnología y Ciencias Agropecuarias
DRA.,ALBORES,ZÁRATE,BEATRIZ ANDREA,2,"EL COLEGIO MEXIQUENSE, A.C.",Área IV: Humanidades y Ciencias de la Conducta
DR.,TLAHUEXT,ROMERO,JOSE RAYMUNDO HUGO,2,UNIVERSIDAD AUTONOMA DEL ESTADO DE MORELOS,Área II: Biología y Química
DR.,PICAZO,PICAZO,OFIR,2,INSTITUTO POLITECNICO NACIONAL,Área III: Medicina y Ciencias de la Salud
DR.,SOBERANES,Y FERNANDEZ,JOSE LUIS,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: Ciencias Sociales
DRA.,RODRIGUEZ,PEREZ,MARTHA EUGENIA,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DRA.,TRIGUEROS,LEGARRETA,PAZ,1,UNIVERSIDAD AUTONOMA METROPOLITANA,Área V: Ciencias Sociales
DR.,SORIANO,SANTOS,JORGE,1,UNIVERSIDAD AUTONOMA METROPOLITANA,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,RIVERA,AGUILAR,VICTOR MANUEL,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,ORTEGA,SOTO,ARTURO,3,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área II: Biología y Química
DRA.,RUIZ,MEDRANO,ETHELIA,2,INSTITUTO NACIONAL DE ANTROPOLOGIA E HISTORIA,Área IV: Humanidades y Ciencias de la Conducta
MTRA.,PELLICER,SILVA,DORA MARIA,1,ESCUELA NACIONAL DE ANTROPOLOGIA E HISTORIA,Área IV: Humanidades y Ciencias de la Conducta
DR.,LUJAN,ALVAREZ,CONCEPCION,1,UNIVERSIDAD AUTONOMA DE CHIHUAHUA,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,GARCIA,DE LA CRUZ,RAMON FERNANDO,1,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,LUIS,PINEDA,OCTAVIO,1,INSTITUTO POLITECNICO NACIONAL,Área V: Ciencias Sociales
DRA.,ROJAS,MOLINA,MARIA ALEJANDRA,2,UNIVERSIDAD AUTONOMA DE QUERETARO,Área II: Biología y Química
DRA.,PADILLA,GONZALEZ,LAURA ELENA,2,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,Área IV: Humanidades y Ciencias de la Conducta
DR.,VARGAS,MEJIA,MIGUEL ANGEL,2,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área II: Biología y Química
DR.,VITAL,DIAZ,DOMINGO ALBERTO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DRA.,LUNA,MUÑOZ,MARICELA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,VIBANCO,PEREZ,NORBERTO,1,UNIVERSIDAD AUTONOMA DE NAYARIT,Área II: Biología y Química
DRA.,GAMBOA,DE BUEN,ALICIA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,VALDES,FLORES,JESUS,2,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área III: Medicina y Ciencias de la Salud
DR.,ORTEGA,SOTO,ENRIQUE,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,SEGOVIA,FORCELLA,LORENZO PATRICK,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DRA.,SANTOS,CORRAL,MARIA JOSEFA,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área IV: Humanidades y Ciencias de la Conducta
DRA.,ROMO,BELTRAN,ROSA MARTHA,1,UNIVERSIDAD DE GUADALAJARA,Área IV: Humanidades y Ciencias de la Conducta
DRA.,REYNAGA,OBREGON,SONIA,1,UNIVERSIDAD DE GUADALAJARA,Área IV: Humanidades y Ciencias de la Conducta
DR.,SALGADO,GARCIA,SERGIO,1,COLEGIO DE POSTGRADUADOS EN CIENCIAS AGRICOLAS,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,VILLAGOMEZ,IBARRA,JOSE ROBERTO,1,UNIVERSIDAD AUTONOMA DEL ESTADO DE HIDALGO,Área II: Biología y Química
DR.,ZEPEDA,VALLEJO,LUIS GERARDO,3,INSTITUTO POLITECNICO NACIONAL,Área II: Biología y Química
DRA.,ROSALES,TORRES,ANA MARIA,2,UNIVERSIDAD AUTONOMA METROPOLITANA,Área VI: Biotecnología y Ciencias Agropecuarias
DR.,SANCHEZ,OLEA,ROBERTO,1,UNIVERSIDAD AUTONOMA DE SAN LUIS POTOSI,Área II: Biología y Química
DR.,GARCIA,COLUNGA,JOSE JESUS,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,RECIO,VEGA,J. ROGELIO,1,UNIVERSIDAD AUTONOMA DE COAHUILA,Área III: Medicina y Ciencias de la Salud
DR.,OROZCO,OROZCO,VICTOR MANUEL,2,UNIVERSIDAD AUTONOMA DE CIUDAD JUAREZ,Área IV: Humanidades y Ciencias de la Conducta
DR.,ORDOÑEZ,BARBA,GERARDO MANUEL,3,"EL COLEGIO DE LA FRONTERA NORTE, A.C.",Área V: Ciencias Sociales
DR.,TORRES,TORRES,FELIPE,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: Ciencias Sociales
DR.,DELGADILLO,MACIAS,JAVIER,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área V: Ciencias Sociales
DR.,RODRIGUEZ,KURI,ARIEL NETZAHUALCOYOTL,2,"EL COLEGIO DE MEXICO, A.C.",Área IV: Humanidades y Ciencias de la Conducta
DRA.,TIRADO,GOMEZ,LAURA LETICIA,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área III: Medicina y Ciencias de la Salud
DR.,AMBROSIO,HERNANDEZ,JAVIER ROLANDO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DR.,VALIENTE,BANUET,ALFONSO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DRA.,SOLIS,ORTIZ,MARTHA SILVIA,2,UNIVERSIDAD DE GUANAJUATO,Área IV: Humanidades y Ciencias de la Conducta
DR.,PAREDES,GUERRERO,RAUL GERARDO,3,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DRA.,YONEDA,HAMADA,KEIKO,1,CENTRO DE INVESTIGACION Y ESTUDIOS SUPERIORES EN ANTROPOLOGIA SOCIAL,Área IV: Humanidades y Ciencias de la Conducta
DR.,DEL RIO,PORTILLA,JOSE FEDERICO,2,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DRA.,VAZQUEZ,HURTADO,GABRIELA,2,"INSTITUTO DE ECOLOGIA, A.C.",Área II: Biología y Química
DR.,TUIRAN,GUTIERREZ,RODOLFO ALFREDO,2,SECRETARIA DE EDUCACION PUBLICA,Área V: Ciencias Sociales
DR.,TORTOLERO,VILLASEÑOR,ALEJANDRO CONSTANTINO,3,UNIVERSIDAD AUTONOMA METROPOLITANA,Área IV: Humanidades y Ciencias de la Conducta
DR.,LUNA,PABELLO,VICTOR MANUEL,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área VII: Ingenierías
DRA.,VILLAGRAN,SANTA CRUZ,MARICELA,1,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Área II: Biología y Química
DRA.,RODRIGUEZ,PAEZ,LORENA IGNACIA,1,INSTITUTO POLITECNICO NACIONAL,Área II: Biología y Química
DR.,RAMIREZ,RODRIGUEZ,JUAN CARLOS,2,UNIVERSIDAD DE GUADALAJARA,Área IV: Humanidades y Ciencias de la Conducta
MED.,PONCE DE LEON,ROSALES,SERGIO,3,INSTITUTO NACIONAL DE CIENCIAS MEDICAS Y NUTRICION SALVADOR ZUBIRAN,Área III: Medicina y Ciencias de la Salud
DR.,RODRIGUEZ,RODRIGUEZ,MARIO ALBERTO,2,CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL IPN,Área II: Biología y Química
